order,id,date,time,title,url,visitCount,typedCount,transition
100,21937,1/12/2022,9:32:45,Kerala News Updates | Latest News from Kerala | Recent Covid News Headlines | English Manorama | Onmanorama,https://www.onmanorama.com/news/kerala.html,22,1,link
101,32485,1/12/2022,9:32:18,Congratulations! You Are Shortlisted for the Capgemini Interview Round! - safwan8000@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox/FMfcgzGmtNhCdNxTlnzqQjmCgBqHngKk,1,0,link
102,3546,1/12/2022,9:31:24,"Inbox (2,418) - safwan8000@gmail.com - Gmail",https://mail.google.com/mail/u/0/#inbox,46,0,link
103,24588,1/12/2022,9:30:57,Onmanorama | Latest News Updates | Politics | Lifestyle | Entertainment | Sports | English Manorama,https://www.onmanorama.com/,25,0,typed
104,32484,1/11/2022,20:28:31,How to Run Your Python Scripts – Real Python,"https://realpython.com/run-python-scripts/#:~:text=To%20run%20Python%20scripts%20with,python3%20hello.py%20Hello%20World!",1,0,link
105,32483,1/11/2022,20:27:28,run python file on command prompt - Google Search,https://www.google.com/search?q=run+python+file+on+command+prompt&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvIgIs1tAwvYD0-yuniLIwo4UsDK-w%3A1641913018142&ei=uprdYZmKCIaSseMPu-aUyAY&ved=0ahUKEwiZz8rR-qn1AhUGSWwGHTszBWkQ4dUDCA4&uact=5&oq=run+python+file+on+command+prompt&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEAoyBAgAEAo6BwgAEEcQsAM6BQgAEIAEOgYIABAHEB46CAgAEAcQBRAeOgYIABANEApKBAhBGABKBAhGGABQtBJYiyNgvSdoAnACeAKAAacCiAGGCpIBBTEuNi4xmAEAoAEByAEIwAEB&sclient=gws-wiz,2,0,link
106,32483,1/11/2022,20:27:26,run python file on command prompt - Google Search,https://www.google.com/search?q=run+python+file+on+command+prompt&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvIgIs1tAwvYD0-yuniLIwo4UsDK-w%3A1641913018142&ei=uprdYZmKCIaSseMPu-aUyAY&ved=0ahUKEwiZz8rR-qn1AhUGSWwGHTszBWkQ4dUDCA4&uact=5&oq=run+python+file+on+command+prompt&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEAoyBAgAEAo6BwgAEEcQsAM6BQgAEIAEOgYIABAHEB46CAgAEAcQBRAeOgYIABANEApKBAhBGABKBAhGGABQtBJYiyNgvSdoAnACeAKAAacCiAGGCpIBBTEuNi4xmAEAoAEByAEIwAEB&sclient=gws-wiz,2,0,form_submit
107,32482,1/11/2022,20:27:01,run python code on command prompt - Google Search,https://www.google.com/search?q=run+python+code+on+command+prompt&rlz=1C1CHWA_enIN911IN911&oq=run+python+code+on+comm&aqs=chrome.0.0i512j69i57j0i22i30l5j0i390l3.8252j0j4&sourceid=chrome&ie=UTF-8,2,0,link
108,32482,1/11/2022,20:26:57,run python code on command prompt - Google Search,https://www.google.com/search?q=run+python+code+on+command+prompt&rlz=1C1CHWA_enIN911IN911&oq=run+python+code+on+comm&aqs=chrome.0.0i512j69i57j0i22i30l5j0i390l3.8252j0j4&sourceid=chrome&ie=UTF-8,2,0,generated
109,32481,1/11/2022,20:13:49,google colab - Google Search,https://www.google.com/search?q=google+colab&rlz=1C1CHWA_enIN911IN911&oq=google+col&aqs=chrome.0.35i39j69i57j35i39j0i20i131i263i433i512j0i67l2j69i60l2.5699j0j7&sourceid=chrome&ie=UTF-8,2,0,link
110,32481,1/11/2022,20:13:47,google colab - Google Search,https://www.google.com/search?q=google+colab&rlz=1C1CHWA_enIN911IN911&oq=google+col&aqs=chrome.0.35i39j69i57j35i39j0i20i131i263i433i512j0i67l2j69i60l2.5699j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
111,32480,1/11/2022,20:13:34,TensorFlow 2 quickstart for beginners  |  TensorFlow Core,https://www.tensorflow.org/tutorials/quickstart/beginner,2,0,link
112,32477,1/11/2022,20:13:33,beginner.ipynb - Colaboratory,https://colab.research.google.com/github/tensorflow/docs/blob/master/site/en/tutorials/quickstart/beginner.ipynb,2,0,link
113,32480,1/11/2022,20:13:28,TensorFlow 2 quickstart for beginners  |  TensorFlow Core,https://www.tensorflow.org/tutorials/quickstart/beginner,2,0,link
114,32479,1/11/2022,20:13:26,tensorflow notebook - Google Search,https://www.google.com/search?q=tensorflow+notebook&rlz=1C1CHWA_enIN911IN911&oq=tensorflow+note&aqs=chrome.1.69i57j0i512l4j0i22i30l4j0i10i22i30.6202j0j4&sourceid=chrome&ie=UTF-8,2,0,link
115,32479,1/11/2022,20:13:25,tensorflow notebook - Google Search,https://www.google.com/search?q=tensorflow+notebook&rlz=1C1CHWA_enIN911IN911&oq=tensorflow+note&aqs=chrome.1.69i57j0i512l4j0i22i30l4j0i10i22i30.6202j0j4&sourceid=chrome&ie=UTF-8,2,0,generated
116,32478,1/11/2022,20:13:08,beginner.ipynb - Colaboratory,https://colab.research.google.com/github/tensorflow/docs/blob/master/site/en/tutorials/quickstart/beginner.ipynb#scrollTo=04QgGZc9bF5D,1,0,link
117,32477,1/11/2022,20:12:46,beginner.ipynb - Colaboratory,https://colab.research.google.com/github/tensorflow/docs/blob/master/site/en/tutorials/quickstart/beginner.ipynb,2,0,link
118,32476,1/11/2022,20:12:33,TensorFlow Core | Machine Learning for Beginners and Experts,https://www.tensorflow.org/overview/,1,0,link
119,32464,1/11/2022,20:12:33,TensorFlow,https://www.tensorflow.org/,4,0,link
120,32464,1/11/2022,20:12:21,TensorFlow,https://www.tensorflow.org/,4,0,link
121,32473,1/11/2022,20:11:14,TF-IDF Document Similarity using Cosine Similarity - YouTube,https://www.youtube.com/watch?v=hc3DCn8viWs,1,0,link
122,32472,1/11/2022,20:10:44,Using Cosine Similarity to Build a Movie Recommendation System | by Mahnoor Javed | Towards Data Science,https://towardsdatascience.com/using-cosine-similarity-to-build-a-movie-recommendation-system-ae7f20842599,1,0,link
123,32471,1/11/2022,20:10:38,calculate similarity for recommender systems - Google Search,https://www.google.com/search?q=calculate+similarity+for+recommender+systems&rlz=1C1CHWA_enIN911IN911&oq=calculate+similarity+for+recomm&aqs=chrome.1.69i57j33i22i29i30l3.17584j0j7&sourceid=chrome&ie=UTF-8,2,0,link
124,32471,1/11/2022,20:10:37,calculate similarity for recommender systems - Google Search,https://www.google.com/search?q=calculate+similarity+for+recommender+systems&rlz=1C1CHWA_enIN911IN911&oq=calculate+similarity+for+recomm&aqs=chrome.1.69i57j33i22i29i30l3.17584j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
125,32470,1/11/2022,20:06:56,how to measure similarity in vector space (cosine similarity) - YouTube,https://www.youtube.com/watch?v=xY3jrJdpuQg,1,0,link
126,32461,1/11/2022,20:06:47,cosine similarity for recommendation - YouTube,https://www.youtube.com/results?search_query=cosine+similarity+for+recommendation,2,0,link
127,32469,1/11/2022,20:06:23,Sign in - Google Accounts,https://accounts.google.com/signin/oauth/consent?authuser=0&part=AJi8hAMX6VBoviVKEgs9sHBmdF1Sg6eZ9S6bX20CaUXMH1jUP1cAPDfiYfT9YZ5IUrwSB5k6J__3oU140YzlCxYbSy_kqT-0L6oVHRCpDRJ9VmuKBVnzxiIbEBQDgbD95G3fG3y4cVFuw7NigdULCCkMhw-0s33MdXI6-aX0A9UHzIX3FCxyFY_FDRg2kHARUzn_IlOmIKu0es00JV8tUd2z1UAJAW4DlanfQqnqZkeWVX8DeR9X0k48Kl4tdRHvPiqTzVSzh-jLI_6TmVx68wL_sJBbmpyMn6OwB11OVTy3N2eLi79d9kduopyYuld1SrU0ZeQAQ0MUscg78EZEga590dFBfTRZnzOE0NVRGBmNXGMqpqnbkxWowsI2g_CRFjMwRW9RYVX0_7nasfPRzmDbFwaBvwNhm29_VziGDdo9GQ7WzcTKqSR8CumbfpJLOPxauui65-BJZE-l-f7J6kY9B66bDvdN5wyI8vH29aYqRutsBZdHu_Y&as=S-519133443%3A1641911771146755&pli=1&rapt=AEjHL4MXwBBlB5xPGDgwA1Q19Tsode2YHsNa5VX846U6LK1QnO7CJq94RnEoZAdPNrGlBy8mC4u1a262t8p8kWK1ap6yMeBlMw#,2,0,link
128,32469,1/11/2022,20:06:21,Sign in - Google Accounts,https://accounts.google.com/signin/oauth/consent?authuser=0&part=AJi8hAMX6VBoviVKEgs9sHBmdF1Sg6eZ9S6bX20CaUXMH1jUP1cAPDfiYfT9YZ5IUrwSB5k6J__3oU140YzlCxYbSy_kqT-0L6oVHRCpDRJ9VmuKBVnzxiIbEBQDgbD95G3fG3y4cVFuw7NigdULCCkMhw-0s33MdXI6-aX0A9UHzIX3FCxyFY_FDRg2kHARUzn_IlOmIKu0es00JV8tUd2z1UAJAW4DlanfQqnqZkeWVX8DeR9X0k48Kl4tdRHvPiqTzVSzh-jLI_6TmVx68wL_sJBbmpyMn6OwB11OVTy3N2eLi79d9kduopyYuld1SrU0ZeQAQ0MUscg78EZEga590dFBfTRZnzOE0NVRGBmNXGMqpqnbkxWowsI2g_CRFjMwRW9RYVX0_7nasfPRzmDbFwaBvwNhm29_VziGDdo9GQ7WzcTKqSR8CumbfpJLOPxauui65-BJZE-l-f7J6kY9B66bDvdN5wyI8vH29aYqRutsBZdHu_Y&as=S-519133443%3A1641911771146755&pli=1&rapt=AEjHL4MXwBBlB5xPGDgwA1Q19Tsode2YHsNa5VX846U6LK1QnO7CJq94RnEoZAdPNrGlBy8mC4u1a262t8p8kWK1ap6yMeBlMw#,2,0,link
129,32468,1/11/2022,20:06:15,Sign in - Google Accounts,https://accounts.google.com/o/oauth2/v2/auth/oauthchooseaccount?client_id=157101835696-ooapojlodmuabs2do2vuhhnf90bccmoi.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Fwww.tensorflow.org%2Foauth2callback&scope=openid%20https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile%20https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email%20https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fgoogledevelopers&access_type=online&response_type=code&state=%7B%22csrf_token%22%3A%20%22717c7cd05fac4d71c41c55d672f1ede3fb8deb8f61cf0eee00bf7daae5cb9bdf%22%2C%20%22return_url%22%3A%20%22https%3A%2F%2Fwww.tensorflow.org%2F_d%2Freturn%3Fcontinue%3Dhttps%253A%252F%252Fwww.tensorflow.org%252F%22%7D&prompt=select_account&flowName=GeneralOAuthFlow,1,0,link
130,32467,1/11/2022,20:06:14,Sign in - Google Accounts,https://accounts.google.com/o/oauth2/v2/auth?client_id=157101835696-ooapojlodmuabs2do2vuhhnf90bccmoi.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Fwww.tensorflow.org%2Foauth2callback&scope=openid+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fgoogledevelopers&access_type=online&response_type=code&state=%7B%22csrf_token%22%3A+%22717c7cd05fac4d71c41c55d672f1ede3fb8deb8f61cf0eee00bf7daae5cb9bdf%22%2C+%22return_url%22%3A+%22https%3A%2F%2Fwww.tensorflow.org%2F_d%2Freturn%3Fcontinue%3Dhttps%253A%252F%252Fwww.tensorflow.org%252F%22%7D&prompt=select_account,2,0,link
131,32467,1/11/2022,20:06:11,Sign in - Google Accounts,https://accounts.google.com/o/oauth2/v2/auth?client_id=157101835696-ooapojlodmuabs2do2vuhhnf90bccmoi.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Fwww.tensorflow.org%2Foauth2callback&scope=openid+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fgoogledevelopers&access_type=online&response_type=code&state=%7B%22csrf_token%22%3A+%22717c7cd05fac4d71c41c55d672f1ede3fb8deb8f61cf0eee00bf7daae5cb9bdf%22%2C+%22return_url%22%3A+%22https%3A%2F%2Fwww.tensorflow.org%2F_d%2Freturn%3Fcontinue%3Dhttps%253A%252F%252Fwww.tensorflow.org%252F%22%7D&prompt=select_account,2,0,link
132,32464,1/11/2022,20:06:08,TensorFlow,https://www.tensorflow.org/,4,0,link
133,32464,1/11/2022,20:05:59,TensorFlow,https://www.tensorflow.org/,4,0,link
134,32463,1/11/2022,20:05:58,tensor flow - Google Search,https://www.google.com/search?q=tensor+flow&rlz=1C1CHWA_enIN911IN911&oq=tensor+flow&aqs=chrome..69i57j0i10i433i512j0i10i512l4j69i60j69i61.8702j0j4&sourceid=chrome&ie=UTF-8,2,0,link
135,32463,1/11/2022,20:05:56,tensor flow - Google Search,https://www.google.com/search?q=tensor+flow&rlz=1C1CHWA_enIN911IN911&oq=tensor+flow&aqs=chrome..69i57j0i10i433i512j0i10i512l4j69i60j69i61.8702j0j4&sourceid=chrome&ie=UTF-8,2,0,generated
136,32462,1/11/2022,20:04:53,Cosine Similarity (User-User) - Movie Ratings Recommendations Example - YouTube,https://www.youtube.com/watch?v=BDJmJnrlaO8,1,0,link
137,32461,1/11/2022,20:03:50,cosine similarity for recommendation - YouTube,https://www.youtube.com/results?search_query=cosine+similarity+for+recommendation,2,0,link
138,32460,1/11/2022,20:03:24,cosine similarity - YouTube,https://www.youtube.com/results?search_query=cosine+similarity,1,0,link
139,32459,1/11/2022,20:00:20,data-science-projects/Course Recommendation System using Udemy Dataset in Python.ipynb at master · Jcharis/data-science-projects · GitHub,https://github.com/Jcharis/data-science-projects/blob/master/end2end-datascience_project_Udemy_dataset/Course%20Recommendation%20System%20using%20Udemy%20Dataset%20in%20Python.ipynb,2,0,link
140,32459,1/11/2022,20:00:19,data-science-projects/Course Recommendation System using Udemy Dataset in Python.ipynb at master · Jcharis/data-science-projects · GitHub,https://github.com/Jcharis/data-science-projects/blob/master/end2end-datascience_project_Udemy_dataset/Course%20Recommendation%20System%20using%20Udemy%20Dataset%20in%20Python.ipynb,2,0,link
141,32457,1/11/2022,20:00:16,data-science-projects/end2end-datascience_project_Udemy_dataset at master · Jcharis/data-science-projects · GitHub,https://github.com/Jcharis/data-science-projects/tree/master/end2end-datascience_project_Udemy_dataset,3,0,link
142,32458,1/11/2022,20:00:12,data-science-projects/end2end-datascience_project_Udemy_dataset/data at master · Jcharis/data-science-projects · GitHub,https://github.com/Jcharis/data-science-projects/tree/master/end2end-datascience_project_Udemy_dataset/data,2,0,link
143,32458,1/11/2022,20:00:11,data-science-projects/end2end-datascience_project_Udemy_dataset/data at master · Jcharis/data-science-projects · GitHub,https://github.com/Jcharis/data-science-projects/tree/master/end2end-datascience_project_Udemy_dataset/data,2,0,link
144,32457,1/11/2022,20:00:11,data-science-projects/end2end-datascience_project_Udemy_dataset at master · Jcharis/data-science-projects · GitHub,https://github.com/Jcharis/data-science-projects/tree/master/end2end-datascience_project_Udemy_dataset,3,0,link
145,32457,1/11/2022,19:59:59,data-science-projects/end2end-datascience_project_Udemy_dataset at master · Jcharis/data-science-projects · GitHub,https://github.com/Jcharis/data-science-projects/tree/master/end2end-datascience_project_Udemy_dataset,3,0,link
146,32455,1/11/2022,19:59:40,dir(nfx) - Google Search,https://www.google.com/search?q=dir(nfx)&rlz=1C1CHWA_enIN911IN911&oq=dir(nfx)&aqs=chrome..69i57j0i13i30j0i8i13i30l7j0i8i10i13i30.4065j0j9&sourceid=chrome&ie=UTF-8,2,0,link
147,32455,1/11/2022,19:59:40,dir(nfx) - Google Search,https://www.google.com/search?q=dir(nfx)&rlz=1C1CHWA_enIN911IN911&oq=dir(nfx)&aqs=chrome..69i57j0i13i30j0i8i13i30l7j0i8i10i13i30.4065j0j9&sourceid=chrome&ie=UTF-8,2,0,generated
148,32454,1/11/2022,19:59:28,nfx - Google Search,https://www.google.com/search?q=nfx&rlz=1C1CHWA_enIN911IN911&oq=nfx&aqs=chrome..69i57j0i20i263i512j0i512l8.1755j0j7&sourceid=chrome&ie=UTF-8,2,0,link
149,32454,1/11/2022,19:59:27,nfx - Google Search,https://www.google.com/search?q=nfx&rlz=1C1CHWA_enIN911IN911&oq=nfx&aqs=chrome..69i57j0i20i263i512j0i512l8.1755j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
150,32453,1/11/2022,19:57:19,linear similarity - Google Search,https://www.google.com/search?q=linear+similarity&rlz=1C1CHWA_enIN911IN911&oq=linear+similarity&aqs=chrome..69i57j0i512j0i22i30l6.5626j0j7&sourceid=chrome&ie=UTF-8,2,0,link
151,32453,1/11/2022,19:57:18,linear similarity - Google Search,https://www.google.com/search?q=linear+similarity&rlz=1C1CHWA_enIN911IN911&oq=linear+similarity&aqs=chrome..69i57j0i512j0i22i30l6.5626j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
152,32452,1/11/2022,19:57:03,cosine similarity - Google Search,https://www.google.com/search?q=cosine+similarity&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvI8wvwBdiAJ868zwEmkGIgVw8ZCFw:1641911214308&source=lnms&tbm=vid&sa=X&ved=2ahUKEwiiurn186n1AhXowjgGHZ3-D54Q_AUoA3oECAkQBQ&biw=1366&bih=625&dpr=1,2,0,link
153,32452,1/11/2022,19:57:02,cosine similarity - Google Search,https://www.google.com/search?q=cosine+similarity&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvI8wvwBdiAJ868zwEmkGIgVw8ZCFw:1641911214308&source=lnms&tbm=vid&sa=X&ved=2ahUKEwiiurn186n1AhXowjgGHZ3-D54Q_AUoA3oECAkQBQ&biw=1366&bih=625&dpr=1,2,0,link
154,32451,1/11/2022,19:56:54,cosine similarity - Google Search,https://www.google.com/search?q=cosine+similarity&rlz=1C1CHWA_enIN911IN911&oq=cosine+&aqs=chrome.1.69i57j0i67i433l2j0i67l5j0i433i512j0i67.2481j0j7&sourceid=chrome&ie=UTF-8,2,0,link
155,32451,1/11/2022,19:56:53,cosine similarity - Google Search,https://www.google.com/search?q=cosine+similarity&rlz=1C1CHWA_enIN911IN911&oq=cosine+&aqs=chrome.1.69i57j0i67i433l2j0i67l5j0i433i512j0i67.2481j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
156,32450,1/11/2022,19:54:26,generate keywords from text python - Google Search,https://www.google.com/search?q=generate+keywords+from+text+python&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvK4hnYLXTNnsWv2WvcDTzePAQxbfw%3A1641911063327&ei=F5PdYbCrE4qj4-EPgqmSyAU&oq=generate+keywords+from+text+&gs_lcp=Cgdnd3Mtd2l6EAMYATIFCAAQgAQyBQgAEIAEMgYIABAWEB46BwgAEEcQsANKBAhBGABKBAhGGABQQlhCYO8OaAFwAngAgAGSAYgBkgGSAQMwLjGYAQCgAQHIAQjAAQE&sclient=gws-wiz,2,0,link
157,32450,1/11/2022,19:54:26,generate keywords from text python - Google Search,https://www.google.com/search?q=generate+keywords+from+text+python&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvK4hnYLXTNnsWv2WvcDTzePAQxbfw%3A1641911063327&ei=F5PdYbCrE4qj4-EPgqmSyAU&oq=generate+keywords+from+text+&gs_lcp=Cgdnd3Mtd2l6EAMYATIFCAAQgAQyBQgAEIAEMgYIABAWEB46BwgAEEcQsANKBAhBGABKBAhGGABQQlhCYO8OaAFwAngAgAGSAYgBkgGSAQMwLjGYAQCgAQHIAQjAAQE&sclient=gws-wiz,2,0,form_submit
158,32449,1/11/2022,19:54:23,generate keywords from text - Google Search,https://www.google.com/search?q=generate+keywords+from+text&rlz=1C1CHWA_enIN911IN911&oq=generate+keywords&aqs=chrome.1.69i57j0i512l7.6019j0j7&sourceid=chrome&ie=UTF-8,2,0,link
159,32449,1/11/2022,19:54:22,generate keywords from text - Google Search,https://www.google.com/search?q=generate+keywords+from+text&rlz=1C1CHWA_enIN911IN911&oq=generate+keywords&aqs=chrome.1.69i57j0i512l7.6019j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
160,32448,1/11/2022,19:52:45,Data Science Project - Course Recommendation System with Udemy Dataset - YouTube,https://www.youtube.com/watch?v=fJ0kr3PkLUU,1,0,link
161,32446,1/11/2022,19:52:39,online course recommendation system - YouTube,https://www.youtube.com/results?search_query=online+course+recommendation+system,2,0,link
162,32447,1/11/2022,19:51:11,YouTube's Secret Algorithm - Computerphile - YouTube,https://www.youtube.com/watch?v=BsCeNCVb-d8,1,0,link
163,32446,1/11/2022,19:50:23,online course recommendation system - YouTube,https://www.youtube.com/results?search_query=online+course+recommendation+system,2,0,link
164,3437,1/11/2022,19:50:23,YouTube,https://www.youtube.com/,419,139,link
165,3437,1/11/2022,19:50:23,YouTube,https://www.youtube.com/,419,139,link
166,32442,1/11/2022,19:47:14,(PDF) A Recommendation System for Online Courses,https://www.researchgate.net/publication/315848045_A_Recommendation_System_for_Online_Courses,2,0,link
167,32445,1/11/2022,19:47:13,(PDF) A Recommendation System for Online Courses,https://www.researchgate.net/publication/315848045_A_Recommendation_System_for_Online_Courses#read,1,0,link
168,32444,1/11/2022,19:46:51,A Web-Based Prototype Course Recommender System using Apache Mahout - GRIN,https://www.grin.com/document/375739,1,0,link
169,32443,1/11/2022,19:46:37,GitHub - ashishrana160796/online-course-recommendation-system: Built on data from Pluralsight's course API fetched results. Works with model trained with K-means unsupervised clustering algorithm.,https://github.com/ashishrana160796/online-course-recommendation-system,1,0,link
170,32442,1/11/2022,19:46:30,(PDF) A Recommendation System for Online Courses,https://www.researchgate.net/publication/315848045_A_Recommendation_System_for_Online_Courses,2,0,link
171,32441,1/11/2022,19:46:26,online course recommendation system project - Google Search,https://www.google.com/search?q=online+course+recommendation+system+project&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvKrQw1QN-FBX6VN4I9GNM5O2srC_w%3A1641910565554&ei=JZHdYfCpId2N4-EP9Ja16Ac&oq=online+course+recommendation+system+projr&gs_lcp=Cgdnd3Mtd2l6EAMYADIHCCEQChCgATIHCCEQChCgATIHCCEQChCgATIHCCEQChCgAToHCAAQRxCwAzoGCAAQFhAeOggIIRAWEB0QHkoECEEYAEoECEYYAFDCfFiNiQFgsJQBaAJwAngAgAHTAYgBigeSAQUwLjUuMZgBAKABAcgBCMABAQ&sclient=gws-wiz,2,0,link
172,32441,1/11/2022,19:46:25,online course recommendation system project - Google Search,https://www.google.com/search?q=online+course+recommendation+system+project&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvKrQw1QN-FBX6VN4I9GNM5O2srC_w%3A1641910565554&ei=JZHdYfCpId2N4-EP9Ja16Ac&oq=online+course+recommendation+system+projr&gs_lcp=Cgdnd3Mtd2l6EAMYADIHCCEQChCgATIHCCEQChCgATIHCCEQChCgATIHCCEQChCgAToHCAAQRxCwAzoGCAAQFhAeOggIIRAWEB0QHkoECEEYAEoECEYYAFDCfFiNiQFgsJQBaAJwAngAgAHTAYgBigeSAQUwLjUuMZgBAKABAcgBCMABAQ&sclient=gws-wiz,2,0,form_submit
173,32440,1/11/2022,19:46:11,Top Recommendation Engine Courses Online - Updated [January 2022] | Udemy,https://www.udemy.com/topic/recommendation-engine/,1,0,link
174,32439,1/11/2022,19:46:05,online course recommendation system - Google Search,https://www.google.com/search?q=online+course+recommendation+system&rlz=1C1CHWA_enIN911IN911&oq=online+course+recomm+&aqs=chrome.2.69i57j0i7i30l2j0i7i8i30l7.12207j0j7&sourceid=chrome&ie=UTF-8,2,0,link
175,32439,1/11/2022,19:46:04,online course recommendation system - Google Search,https://www.google.com/search?q=online+course+recommendation+system&rlz=1C1CHWA_enIN911IN911&oq=online+course+recomm+&aqs=chrome.2.69i57j0i7i30l2j0i7i8i30l7.12207j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
176,3437,1/11/2022,19:40:08,YouTube,https://www.youtube.com/,419,139,typed
177,32438,1/11/2022,19:34:01,dusan vlahovic - Google Search,https://www.google.com/search?q=dusan+vlahovic&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvLoBMAcxrxgs5WQ_M4obx4kkKDvzQ:1641909832096&source=lnms&tbm=nws&sa=X&ved=2ahUKEwjC5a3i7qn1AhVVxjgGHbnNDzUQ_AUoAXoECAIQAw&biw=1366&bih=625&dpr=1,2,0,link
178,32438,1/11/2022,19:34:00,dusan vlahovic - Google Search,https://www.google.com/search?q=dusan+vlahovic&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvLoBMAcxrxgs5WQ_M4obx4kkKDvzQ:1641909832096&source=lnms&tbm=nws&sa=X&ved=2ahUKEwjC5a3i7qn1AhVVxjgGHbnNDzUQ_AUoAXoECAIQAw&biw=1366&bih=625&dpr=1,2,0,link
179,32437,1/11/2022,19:33:59,Dušan Vlahović - Wikipedia,https://en.wikipedia.org/wiki/Du%C5%A1an_Vlahovi%C4%87,1,0,link
180,32436,1/11/2022,19:33:52,dusan vlahovic - Google Search,https://www.google.com/search?q=dusan+vlahovic&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvJRwCMUEiKHjYXF07dfXKXxIw-hHw%3A1641909826990&ei=Qo7dYYjtO6qa4-EP-4aF0AM&gs_ssp=eJzj4tVP1zc0TCpPMysxrSg0YPTiSyktTsxTKMtJzMgvy0wGAJtFCmY&oq=dusan+&gs_lcp=Cgdnd3Mtd2l6EAMYADIECC4QJzIECC4QQzIHCC4QsQMQQzIKCAAQgAQQhwIQFDIFCAAQgAQyCwgAEIAEELEDEIMBMgsILhCABBCxAxCDATIFCAAQgAQyBQgAEIAEMgsIABCABBCxAxCDAToECCMQJzoECC4QCjoECAAQCjoKCC4QxwEQrwEQCjoHCCMQ6gIQJzoFCC4QgAQ6CAgAELEDEIMBOg4ILhCABBCxAxDHARCjAjoICAAQgAQQsQM6CAguEIAEELEDOggILhCxAxCDAUoECEEYAEoECEYYAFCcAliLFWC9G2gBcAB4BIABowKIAeUSkgEFMC43LjWYAQCgAQGwAQrAAQE&sclient=gws-wiz,2,0,link
181,32436,1/11/2022,19:33:51,dusan vlahovic - Google Search,https://www.google.com/search?q=dusan+vlahovic&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvJRwCMUEiKHjYXF07dfXKXxIw-hHw%3A1641909826990&ei=Qo7dYYjtO6qa4-EP-4aF0AM&gs_ssp=eJzj4tVP1zc0TCpPMysxrSg0YPTiSyktTsxTKMtJzMgvy0wGAJtFCmY&oq=dusan+&gs_lcp=Cgdnd3Mtd2l6EAMYADIECC4QJzIECC4QQzIHCC4QsQMQQzIKCAAQgAQQhwIQFDIFCAAQgAQyCwgAEIAEELEDEIMBMgsILhCABBCxAxCDATIFCAAQgAQyBQgAEIAEMgsIABCABBCxAxCDAToECCMQJzoECC4QCjoECAAQCjoKCC4QxwEQrwEQCjoHCCMQ6gIQJzoFCC4QgAQ6CAgAELEDEIMBOg4ILhCABBCxAxDHARCjAjoICAAQgAQQsQM6CAguEIAEELEDOggILhCxAxCDAUoECEEYAEoECEYYAFCcAliLFWC9G2gBcAB4BIABowKIAeUSkgEFMC43LjWYAQCgAQGwAQrAAQE&sclient=gws-wiz,2,0,form_submit
